epoch,dice_coef,iou,learning_rate,loss,val_dice_coef,val_iou,val_loss
0,0.5726898312568665,0.40887510776519775,1.9999999494757503e-05,0.42731019854545593,0.5360592007637024,0.37913408875465393,0.46394073963165283
1,0.7017938494682312,0.5409870147705078,1.9999999494757503e-05,0.29820626974105835,0.5869306921958923,0.43189603090286255,0.41306930780410767
2,0.7458817362785339,0.5949771404266357,1.9999999494757503e-05,0.25411829352378845,0.6144254803657532,0.46327346563339233,0.385574609041214
3,0.7741907238960266,0.6317771673202515,1.9999999494757503e-05,0.22580917179584503,0.6225151419639587,0.4757266342639923,0.3774850368499756
4,0.7929418087005615,0.6571557521820068,1.9999999494757503e-05,0.20705777406692505,0.6332336068153381,0.4895797371864319,0.3667665123939514
5,0.8059622049331665,0.6752866506576538,1.9999999494757503e-05,0.1940373331308365,0.638964056968689,0.49708685278892517,0.3610360026359558
6,0.815170168876648,0.6883614659309387,1.9999999494757503e-05,0.18482999503612518,0.6466396450996399,0.5062320828437805,0.35336026549339294
7,0.8217945098876953,0.6979097127914429,1.9999999494757503e-05,0.17820540070533752,0.648507833480835,0.5096293091773987,0.3514922261238098
8,0.8269592523574829,0.7054340243339539,1.9999999494757503e-05,0.17304053902626038,0.6444926261901855,0.5066413283348083,0.35550737380981445
9,0.8305666446685791,0.7107285261154175,1.9999999494757503e-05,0.16943290829658508,0.6472669243812561,0.5096489787101746,0.3527330756187439
10,0.8333370089530945,0.7148186564445496,1.9999999494757503e-05,0.1666634976863861,0.6515957117080688,0.5133978724479675,0.34840452671051025
11,0.8356521129608154,0.7182555198669434,1.9999999494757503e-05,0.16434811055660248,0.6517894864082336,0.5146733522415161,0.3482106626033783
12,0.8372250199317932,0.7205989956855774,1.9999999494757503e-05,0.16277427971363068,0.6532968878746033,0.5163253545761108,0.3467029631137848
13,0.8384779691696167,0.7224695682525635,1.9999999494757503e-05,0.16152159869670868,0.6466836333274841,0.5087727308273315,0.3533162474632263
14,0.8397194147109985,0.7243264317512512,1.9999999494757503e-05,0.16028062999248505,0.6584874391555786,0.5216829776763916,0.34151265025138855
15,0.8406191468238831,0.7256755828857422,1.9999999494757503e-05,0.15938080847263336,0.6504642963409424,0.5123515725135803,0.34953582286834717
16,0.8414446711540222,0.7269172668457031,1.9999999494757503e-05,0.15855585038661957,0.6526874303817749,0.5159188508987427,0.34731224179267883
17,0.8421605825424194,0.727993369102478,1.9999999494757503e-05,0.1578397899866104,0.6559785604476929,0.5197901725769043,0.34402143955230713
18,0.8426219820976257,0.7286883592605591,1.9999999494757503e-05,0.15737786889076233,0.651090145111084,0.5149221420288086,0.3489097058773041
19,0.8431723117828369,0.7295167446136475,1.9999999494757503e-05,0.15682770311832428,0.6574777364730835,0.5212239027023315,0.3425222933292389
20,0.8456652760505676,0.7332848906517029,1.9999999949504854e-06,0.15433529019355774,0.6588613986968994,0.522437572479248,0.3411388099193573
21,0.8469406366348267,0.7352241277694702,1.9999999949504854e-06,0.1530599445104599,0.6591535806655884,0.522801399230957,0.3408464193344116
22,0.8475978374481201,0.7362238764762878,1.9999999949504854e-06,0.1524021327495575,0.6583386659622192,0.5219536423683167,0.34166136384010315
23,0.8480668663978577,0.7369357943534851,1.9999999949504854e-06,0.1519337296485901,0.6590541005134583,0.5225351452827454,0.3409460186958313
24,0.8484312295913696,0.737490177154541,1.9999999949504854e-06,0.15156854689121246,0.6590593457221985,0.5225738286972046,0.34094080328941345
25,0.8487322926521301,0.737946093082428,1.9999999949504854e-06,0.15126800537109375,0.6590575575828552,0.5224172472953796,0.34094229340553284
